161021_NS500577_0256_AHJJ27BGXY,TANGO-539,2016-10-21,Shilatifard,1,0
161021_NS500577_0256_AHJJ27BGXY,TANGO-544,2016-10-21,Shilatifard,1,0
161024_NB501015_0186_AHJK2HBGXY,TANGO-434,2016-10-24,Shilatifard,0,0
161024_NS500577_0257_AHJ73JBGXY,TANGO-552,2016-10-24,Shilatifard,0,0
161025_NB501015_0187_AHJK2VBGXY,TANGO-542,2016-10-25,Shilatifard,0,0
161025_NS500577_0258_AHLF7GBGXY,TANGO-553,2016-10-25,Shilatifard,0,0
161027_NB501015_0188_AHJ5WNBGXY,TANGO-546,2016-10-27,Shilatifard,0,0
161027_NS500577_0259_AHJK2LBGXY,TANGO-548,2016-10-27,Shilatifard,0,0
161028_NB501015_0189_AHJGJTBGXY,TANGO-529,2016-10-28,Shilatifard,0,0
161028_NS500577_0260_AHJGJJBGXY,TANGO-545,2016-10-28,Shilatifard,1,0
161028_NS500577_0260_AHJGJJBGXY,TANGO-547,2016-10-28,Shilatifard,1,0
161031_NB501015_0190_AHJKL2BGXY,TANGO-551,2016-10-31,Shilatifard,0,0
161031_NS500577_0261_AHJ5YJBGXY,TANGO-554,2016-10-31,Shilatifard,1,0
161031_NS500577_0261_AHJ5YJBGXY,TANGO-556,2016-10-31,Shilatifard,1,0
161101_NB501015_0191_AHJKL5BGXY,TANGO-555,2016-11-01,Shilatifard,0,0
161101_NS500577_0262_AHJ5Y7BGXY,TANGO-557,2016-11-01,Shilatifard,0,0
161102_NB501015_0192_AHLF2YBGXY,TANGO-550,2016-11-02,Shilatifard,0,0
161102_NS500577_0263_AHLF32BGXY,TANGO-562,2016-11-02,Shilatifard,0,0
161103_NB501015_0193_AHKWNMBGXY,PLDI-018,2016-11-03,Panos,0,0
161103_NS500577_0264_AHL2TLBGXY,PLDI-019,2016-11-03,Panos,0,0
161107_NB501015_0194_AHLC73BGXY,TANGO_541,2016-11-07,Shilatifard,0,0
161107_NS500577_0265_AHJ5Y2BGXY,TANGO-561,2016-11-07,Shilatifard,1,0
